Altitude	Mach	PSFC	SHP	Throttle
14482.75862	0.45	0.223655494	1869.848996	1
15517.24138	0.45	0.222409085	1833.149021	1
16551.72414	0.45	0.221178844	1796.766476	1
17586.2069	0.45	0.21996447	1760.707663	1
18620.68966	0.45	0.218765559	1724.979499	1
19655.17241	0.45	0.217581567	1689.589769	1
20689.65517	0.45	0.216534124	1653.612385	1
21724.13793	0.45	0.215410618	1618.693648	1
22758.62069	0.45	0.21430903	1584.078813	1
23793.10345	0.45	0.213118806	1550.577555	1
24827.58621	0.45	0.212027546	1516.813641	1
25862.06897	0.45	0.210949847	1483.421101	1
26896.55172	0.45	0.210020893	1449.468822	1
27931.03448	0.45	0.208921205	1417.175815	1
28965.51724	0.45	0.207901913	1384.804235	1
30000	0.45	0.207022823	1351.990174	1
0	0.48	0.284085767	2080.229158	1
1034.482759	0.48	0.277598497	2080.229158	1
2068.965517	0.48	0.271217901	2080.229158	1
3103.448276	0.48	0.264942965	2080.229158	1
4137.931034	0.48	0.258772675	2080.229158	1
5172.413793	0.48	0.252706017	2080.229158	1
6206.896552	0.48	0.246741975	2080.229158	1
7241.37931	0.48	0.240879535	2080.229158	1
8275.862069	0.48	0.235117682	2080.229158	1
9310.344828	0.48	0.229455401	2080.229158	1
10344.82759	0.48	0.227169864	2050.210302	1
11379.31034	0.48	0.225906237	2011.343718	1
12413.7931	0.48	0.224660817	1972.773879	1
13448.27586	0.48	0.223433971	1934.502576	1
14482.75862	0.48	0.22211282	1897.498711	1
15517.24138	0.48	0.220902398	1860.000092	1
16551.72414	0.48	0.219707336	1822.836578	1
17586.2069	0.48	0.218527285	1786.014743	1
18620.68966	0.48	0.217361777	1749.541922	1
19655.17241	0.48	0.216322065	1712.540253	1
20689.65517	0.48	0.215213192	1676.574605	1
21724.13793	0.48	0.214125067	1640.927189	1
22758.62069	0.48	0.21295942	1606.344432	1
23793.10345	0.48	0.211883653	1571.553523	1
24827.58621	0.48	0.210821598	1537.1411	1
25862.06897	0.48	0.209889322	1502.278587	1
26896.55172	0.48	0.208898586	1468.336974	1
27931.03448	0.48	0.207809045	1435.56954	1
28965.51724	0.48	0.206920367	1401.904721	1
30000	0.48	0.205897902	1369.641842	1
0	0.5	0.285664559	2080.229158	1
1034.482759	0.5	0.279139355	2080.229158	1
2068.965517	0.5	0.272721454	2080.229158	1
3103.448276	0.5	0.266409836	2080.229158	1
4137.931034	0.5	0.260203484	2080.229158	1
5172.413793	0.5	0.254101378	2080.229158	1
6206.896552	0.5	0.248102498	2080.229158	1
7241.37931	0.5	0.242205825	2080.229158	1
8275.862069	0.5	0.236410339	2080.229158	1
9310.344828	0.5	0.230715021	2080.229158	1
10344.82759	0.5	0.226003224	2072.089018	1
11379.31034	0.5	0.224767288	2032.598336	1
12413.7931	0.5	0.223549241	1993.415162	1
13448.27586	0.5	0.222246206	1955.449239	1
14482.75862	0.5	0.221045395	1917.043717	1
15517.24138	0.5	0.219859657	1878.979854	1
16551.72414	0.5	0.218688706	1841.263835	1
17586.2069	0.5	0.217532158	1803.902474	1
18620.68966	0.5	0.216487845	1766.100699	1
19655.17241	0.5	0.215383878	1729.280396	1
